,Unnamed: 0,Date,High,Low,Open,Close
0,0,2017-01-01,1003.0800170898438,958.698974609375,963.6580200195312,998.3250122070312
1,1,2017-01-02,1031.3900146484375,996.7020263671876,998.6170043945312,1021.75
2,2,2017-01-03,1044.0799560546875,1021.5999755859376,1021.5999755859376,1043.8399658203125
3,3,2017-01-04,1159.4200439453125,1044.4000244140625,1044.4000244140625,1154.72998046875
4,4,2017-01-05,1191.0999755859375,910.4169921875,1156.72998046875,1013.3800048828124
5,5,2017-01-06,1046.81005859375,883.9439697265625,1014.239990234375,902.2009887695312
6,6,2017-01-07,908.5850219726562,823.5560302734375,903.4869995117188,908.5850219726562
7,7,2017-01-08,942.7239990234376,887.2490234375,908.1749877929688,911.198974609375
8,8,2017-01-09,913.6859741210938,879.8070068359375,913.2440185546876,902.8280029296876
9,9,2017-01-10,914.8729858398438,901.0599975585938,902.4400024414062,907.6790161132812
10,10,2017-01-11,919.447998046875,762.7650146484375,908.114990234375,777.7570190429688
11,11,2017-01-12,826.2459716796875,755.7559814453125,775.177978515625,804.833984375
12,12,2017-01-13,829.0009765625,780.0029907226562,803.7369995117188,823.9840087890625
13,13,2017-01-14,835.0850219726562,812.4559936523438,825.1420288085938,818.4119873046875
14,14,2017-01-15,823.3070068359375,812.8709716796875,818.1420288085938,821.7979736328125
15,15,2017-01-16,834.530029296875,820.27099609375,821.7830200195312,831.5339965820312
16,16,2017-01-17,910.5609741210938,830.7960205078125,830.9459838867188,907.93798828125
17,17,2017-01-18,917.4990234375,858.3040161132812,909.3729858398438,886.6179809570312
18,18,2017-01-19,904.614013671875,884.3380126953125,888.3350219726562,899.072998046875
19,19,2017-01-20,899.3980102539062,887.0079956054688,898.1719970703125,895.0260009765625
20,20,2017-01-21,927.3670043945312,895.5349731445312,895.5490112304688,921.7890014648438
21,21,2017-01-22,937.5250244140624,897.5640258789062,922.2050170898438,924.6729736328124
22,22,2017-01-23,928.2659912109376,916.7379760742188,925.4990234375,921.0120239257812
23,23,2017-01-24,924.14501953125,892.2860107421875,910.677001953125,892.68701171875
24,24,2017-01-25,903.2520141601562,891.68701171875,891.9240112304688,901.5419921875
25,25,2017-01-26,919.3259887695312,902.2239990234376,902.39501953125,917.5859985351562
26,26,2017-01-27,923.2230224609376,915.8460083007812,918.3590087890624,919.75
27,27,2017-01-28,923.9110107421876,919.8109741210938,919.8109741210938,921.5900268554688
28,28,2017-01-29,923.4180297851562,919.1480102539062,922.0670166015624,919.4959716796876
29,29,2017-01-30,923.0479736328124,919.4739990234376,920.1510009765624,920.3820190429688
30,30,2017-01-31,972.0189819335938,920.958984375,920.958984375,970.4030151367188
31,31,2017-02-01,989.114013671875,970.7420043945312,970.9409790039062,989.0230102539062
32,32,2017-02-02,1013.52001953125,983.2210083007812,990.0009765625,1011.7999877929688
33,33,2017-02-03,1033.8699951171875,1008.7899780273438,1011.4600219726562,1029.9100341796875
34,34,2017-02-04,1045.9000244140625,1015.1599731445312,1031.3299560546875,1042.9000244140625
35,35,2017-02-05,1043.6300048828125,1022.3699951171876,1043.52001953125,1027.3399658203125
36,36,2017-02-06,1044.6400146484375,1028.1600341796875,1028.4000244140625,1038.1500244140625
37,37,2017-02-07,1061.9300537109375,1040.1400146484375,1040.1400146484375,1061.3499755859375
38,38,2017-02-08,1078.969970703125,1037.489990234375,1062.3199462890625,1063.0699462890625
39,39,2017-02-09,1088.989990234375,953.343994140625,1064.699951171875,994.3829956054688
40,40,2017-02-10,998.905029296875,946.6909790039062,995.6320190429688,988.6740112304688
41,41,2017-02-11,1009.2899780273438,982.8300170898438,988.8980102539062,1004.4500122070312
42,42,2017-02-12,1004.760009765625,996.9210205078124,1003.52001953125,999.1810302734376
43,43,2017-02-13,1002.0999755859376,976.0020141601562,998.885009765625,990.6420288085938
44,44,2017-02-14,1011.510009765625,986.4710083007812,991.7349853515624,1004.5499877929688
45,45,2017-02-15,1008.8400268554688,1001.5800170898438,1006.2100219726562,1007.47998046875
46,46,2017-02-16,1033.3699951171875,1007.6500244140624,1007.6500244140624,1027.43994140625
47,47,2017-02-17,1053.1700439453125,1025.6400146484375,1026.1199951171875,1046.2099609375
48,48,2017-02-18,1061.0999755859375,1046.9599609375,1049.2099609375,1054.4200439453125
49,49,2017-02-19,1056.81005859375,1043.4599609375,1054.760009765625,1047.8699951171875
50,50,2017-02-20,1080.489990234375,1041.68994140625,1048.68994140625,1079.97998046875
51,51,2017-02-21,1117.25,1076.9300537109375,1079.280029296875,1115.300048828125
52,52,2017-02-22,1125.3900146484375,1100.550048828125,1114.800048828125,1117.43994140625
53,53,2017-02-23,1176.6199951171875,1116.9599609375,1117.27001953125,1166.719970703125
54,54,2017-02-24,1200.3900146484375,1131.9599609375,1172.7099609375,1173.6800537109375
55,55,2017-02-25,1174.8499755859375,1124.5899658203125,1170.4100341796875,1143.8399658203125
56,56,2017-02-26,1167.469970703125,1130.199951171875,1144.27001953125,1165.199951171875
57,57,2017-02-27,1181.97998046875,1163.3800048828125,1163.780029296875,1179.969970703125
58,58,2017-02-28,1193.25,1171.8199462890625,1180.719970703125,1179.969970703125
59,59,2017-03-01,1222.5,1179.68994140625,1180.0400390625,1222.5
60,60,2017-03-02,1262.1300048828125,1215.6199951171875,1224.6800537109375,1251.010009765625
61,61,2017-03-03,1280.31005859375,1250.7099609375,1250.7099609375,1274.989990234375
62,62,2017-03-04,1279.4000244140625,1230.510009765625,1277.4300537109375,1255.1500244140625
63,63,2017-03-05,1267.2900390625,1238.06005859375,1254.2900390625,1267.1199951171875
64,64,2017-03-06,1276.0,1264.5999755859375,1267.469970703125,1272.8299560546875
65,65,2017-03-07,1275.550048828125,1204.800048828125,1273.2099609375,1223.5400390625
66,66,2017-03-08,1232.1600341796875,1148.0799560546875,1223.22998046875,1150.0
67,67,2017-03-09,1197.4599609375,1141.22998046875,1150.3499755859375,1188.489990234375
68,68,2017-03-10,1270.469970703125,1077.25,1189.3599853515625,1116.719970703125
69,69,2017-03-11,1193.8299560546875,1116.3199462890625,1116.3199462890625,1175.8299560546875
70,70,2017-03-12,1226.97998046875,1175.3599853515625,1176.6199951171875,1221.3800048828125
71,71,2017-03-13,1237.3699951171875,1217.030029296875,1221.780029296875,1231.9200439453125
72,72,2017-03-14,1244.81005859375,1220.719970703125,1232.1600341796875,1240.0
73,73,2017-03-15,1251.6099853515625,1239.75,1240.1600341796875,1249.6099853515625
74,74,2017-03-16,1257.97998046875,1152.43994140625,1251.3299560546875,1187.81005859375
75,75,2017-03-17,1180.1600341796875,1099.5699462890625,1180.1600341796875,1100.22998046875
76,76,2017-03-18,1114.0699462890625,957.655029296875,1099.68994140625,973.8179931640624
77,77,2017-03-19,1069.9100341796875,976.72998046875,976.72998046875,1036.739990234375
78,78,2017-03-20,1063.030029296875,1036.6800537109375,1037.239990234375,1054.22998046875
79,79,2017-03-21,1122.4300537109375,1055.3599853515625,1055.3599853515625,1120.5400390625
80,80,2017-03-22,1120.6500244140625,1014.2100219726562,1120.6500244140625,1049.1400146484375
81,81,2017-03-23,1058.010009765625,1028.9300537109375,1050.050048828125,1038.5899658203125
82,82,2017-03-24,1040.469970703125,934.3579711914062,1038.449951171875,937.52001953125
83,83,2017-03-25,975.760986328125,903.7130126953124,936.5399780273438,972.7789916992188
84,84,2017-03-26,1007.9600219726562,954.1859741210938,974.0150146484376,966.7249755859376
85,85,2017-03-27,1046.4000244140625,971.9840087890624,972.0549926757812,1045.77001953125
86,86,2017-03-28,1064.6500244140625,1027.72998046875,1044.5799560546875,1047.1500244140625
87,87,2017-03-29,1055.1300048828125,1015.8800048828124,1046.0799560546875,1039.969970703125
88,88,2017-03-30,1049.2900390625,1020.0399780273438,1042.2099609375,1026.4300537109375
89,89,2017-03-31,1074.9200439453125,1026.6400146484375,1026.6400146484375,1071.7900390625
90,90,2017-04-01,1091.719970703125,1061.0899658203125,1071.7099609375,1080.5
91,91,2017-04-02,1107.5899658203125,1075.449951171875,1080.6099853515625,1102.1700439453125
92,92,2017-04-03,1151.739990234375,1102.949951171875,1102.949951171875,1143.81005859375
93,93,2017-04-04,1156.43994140625,1120.52001953125,1145.52001953125,1133.25
94,94,2017-04-05,1135.0899658203125,1113.6300048828125,1134.1400146484375,1124.780029296875
95,95,2017-04-06,1188.3699951171875,1125.81005859375,1125.81005859375,1182.6800537109375
96,96,2017-04-07,1186.5799560546875,1163.3900146484375,1178.93994140625,1176.9000244140625
97,97,2017-04-08,1184.97998046875,1162.5799560546875,1172.6500244140625,1175.949951171875
98,98,2017-04-09,1197.2099609375,1171.8599853515625,1176.5699462890625,1187.8699951171875
99,99,2017-04-10,1190.3399658203125,1179.0400390625,1187.300048828125,1187.1300048828125
100,100,2017-04-11,1208.0699462890625,1187.4599609375,1187.4599609375,1205.010009765625
101,101,2017-04-12,1207.1400146484375,1196.760009765625,1204.81005859375,1200.3699951171875
102,102,2017-04-13,1205.8900146484375,1156.43994140625,1201.02001953125,1169.280029296875
103,103,2017-04-14,1190.800048828125,1159.7900390625,1170.3299560546875,1167.5400390625
104,104,2017-04-15,1188.0,1164.9599609375,1167.300048828125,1172.52001953125
105,105,2017-04-16,1187.219970703125,1172.6099853515625,1172.6099853515625,1182.93994140625
106,106,2017-04-17,1194.9000244140625,1172.6500244140625,1183.25,1193.9100341796875
107,107,2017-04-18,1217.5699462890625,1193.77001953125,1193.77001953125,1211.6700439453125
108,108,2017-04-19,1215.510009765625,1205.0799560546875,1212.1300048828125,1210.2900390625
109,109,2017-04-20,1240.7900390625,1208.4100341796875,1211.0799560546875,1229.0799560546875
110,110,2017-04-21,1235.93994140625,1215.56005859375,1229.4200439453125,1222.050048828125
111,111,2017-04-22,1235.56005859375,1208.469970703125,1222.7099609375,1231.7099609375
112,112,2017-04-23,1232.199951171875,1203.93994140625,1231.9200439453125,1207.2099609375
113,113,2017-04-24,1250.93994140625,1209.6300048828125,1209.6300048828125,1250.1500244140625
114,114,2017-04-25,1267.5799560546875,1249.969970703125,1250.449951171875,1265.489990234375
115,115,2017-04-26,1294.8299560546875,1265.9300537109375,1265.989990234375,1281.0799560546875
116,116,2017-04-27,1319.699951171875,1281.300048828125,1281.8800048828125,1317.72998046875
117,117,2017-04-28,1331.280029296875,1292.3699951171875,1317.739990234375,1316.47998046875
118,118,2017-04-29,1327.199951171875,1315.2099609375,1317.8399658203125,1321.7900390625
119,119,2017-04-30,1347.9100341796875,1314.9200439453125,1321.8699951171875,1347.8900146484375
120,120,2017-05-01,1434.3199462890625,1348.300048828125,1348.300048828125,1421.5999755859375
121,121,2017-05-02,1473.9000244140625,1415.68994140625,1421.030029296875,1452.8199462890625
122,122,2017-05-03,1492.77001953125,1447.489990234375,1453.780029296875,1490.0899658203125
123,123,2017-05-04,1608.9100341796875,1490.719970703125,1490.719970703125,1537.6700439453125
124,124,2017-05-05,1618.030029296875,1530.31005859375,1540.8699951171875,1555.449951171875
125,125,2017-05-06,1578.800048828125,1542.5,1556.81005859375,1578.800048828125
126,126,2017-05-07,1596.719970703125,1559.760009765625,1579.469970703125,1596.7099609375
127,127,2017-05-08,1723.3499755859375,1596.9200439453125,1596.9200439453125,1723.3499755859375
128,128,2017-05-09,1833.489990234375,1716.300048828125,1723.8900146484375,1755.3599853515625
129,129,2017-05-10,1788.43994140625,1719.0999755859375,1756.52001953125,1787.1300048828125
130,130,2017-05-11,1873.9300537109373,1755.3499755859375,1780.3699951171875,1848.5699462890625
131,131,2017-05-12,1856.1500244140625,1694.010009765625,1845.760009765625,1724.239990234375
132,132,2017-05-13,1812.989990234375,1651.0799560546875,1723.1199951171875,1804.9100341796875
133,133,2017-05-14,1831.4200439453125,1776.6199951171875,1800.8599853515625,1808.9100341796875
134,134,2017-05-15,1812.800048828125,1708.5400390625,1808.43994140625,1738.4300537109375
135,135,2017-05-16,1785.93994140625,1686.5400390625,1741.699951171875,1734.449951171875
136,136,2017-05-17,1864.050048828125,1661.9100341796875,1726.72998046875,1839.0899658203125
137,137,2017-05-18,1904.47998046875,1807.1199951171875,1818.699951171875,1888.6500244140625
138,138,2017-05-19,2004.52001953125,1890.25,1897.3699951171875,1987.7099609375
139,139,2017-05-20,2084.72998046875,1974.9200439453125,1984.239990234375,2084.72998046875
140,140,2017-05-21,2119.080078125,2037.5,2067.030029296875,2041.199951171875
141,141,2017-05-22,2303.89990234375,2017.8699951171875,2043.18994140625,2173.39990234375
142,142,2017-05-23,2320.820068359375,2178.5,2191.56005859375,2320.419921875
143,143,2017-05-24,2523.719970703125,2321.3701171875,2321.3701171875,2443.639892578125
144,144,2017-05-25,2763.7099609375,2285.300048828125,2446.239990234375,2304.97998046875
145,145,2017-05-26,2573.7900390625,2071.989990234375,2320.889892578125,2202.419921875
146,146,2017-05-27,2260.199951171875,1855.8299560546875,2196.27001953125,2038.8699951171875
147,147,2017-05-28,2267.340087890625,2054.080078125,2054.080078125,2155.800048828125
148,148,2017-05-29,2307.050048828125,2107.169921875,2159.429931640625,2255.610107421875
149,149,2017-05-30,2301.9599609375,2124.570068359375,2255.360107421875,2175.469970703125
150,150,2017-05-31,2311.080078125,2145.570068359375,2187.18994140625,2286.409912109375
151,151,2017-06-01,2448.389892578125,2288.330078125,2288.330078125,2407.8798828125
152,152,2017-06-02,2488.550048828125,2373.320068359375,2404.030029296875,2488.550048828125
153,153,2017-06-03,2581.909912109375,2423.570068359375,2493.719970703125,2515.35009765625
154,154,2017-06-04,2585.889892578125,2452.5400390625,2547.7900390625,2511.81005859375
155,155,2017-06-05,2686.81005859375,2510.219970703125,2512.39990234375,2686.81005859375
156,156,2017-06-06,2999.909912109375,2690.840087890625,2690.840087890625,2863.199951171875
157,157,2017-06-07,2869.3798828125,2700.56005859375,2869.3798828125,2732.159912109375
158,158,2017-06-08,2815.300048828125,2670.949951171875,2720.489990234375,2805.6201171875
159,159,2017-06-09,2901.7099609375,2795.6201171875,2807.43994140625,2823.81005859375
160,160,2017-06-10,2950.989990234375,2746.550048828125,2828.139892578125,2947.7099609375
161,161,2017-06-11,2996.60009765625,2840.530029296875,2942.409912109375,2958.110107421875
162,162,2017-06-12,2997.260009765625,2518.56005859375,2953.219970703125,2659.6298828125
163,163,2017-06-13,2789.0400390625,2650.3798828125,2680.909912109375,2717.02001953125
164,164,2017-06-14,2786.830078125,2412.93994140625,2716.8798828125,2506.3701171875
165,165,2017-06-15,2534.7099609375,2212.9599609375,2499.580078125,2464.580078125
166,166,2017-06-16,2539.919921875,2385.14990234375,2469.570068359375,2518.56005859375
167,167,2017-06-17,2685.18994140625,2484.9599609375,2514.010009765625,2655.8798828125
168,168,2017-06-18,2662.10009765625,2516.330078125,2655.35009765625,2548.2900390625
169,169,2017-06-19,2662.85009765625,2549.030029296875,2549.030029296875,2589.60009765625
170,170,2017-06-20,2763.449951171875,2589.820068359375,2591.260009765625,2721.7900390625
171,171,2017-06-21,2772.010009765625,2660.39990234375,2709.429931640625,2689.10009765625
172,172,2017-06-22,2723.739990234375,2642.360107421875,2691.030029296875,2705.409912109375
173,173,2017-06-23,2765.169921875,2706.3701171875,2707.340087890625,2744.909912109375
174,174,2017-06-24,2757.93994140625,2583.18994140625,2738.52001953125,2608.719970703125
175,175,2017-06-25,2682.260009765625,2552.1201171875,2607.25,2589.409912109375
