Date,Open,Diff_1,Detrended,Detrended_9,Detrended_10,Log,Log_Diff
2017-01-17,830.9459838867188,9.1629638671875,3806.661426247701,-3340.890782173992,-3670.878752391448,6.722564791403081,0.011088397105013748
2017-01-18,909.3729858398438,78.427001953125,3866.7671687642815,-3262.463782928923,-3592.451750487877,6.812755335473384,0.09019054407030325
2017-01-19,888.3350219726562,-21.0379638671875,3827.407945460549,-3283.501750419412,-3613.48971442538,6.7893489488373335,-0.02340638663605077
2017-01-20,898.1719970703125,9.83697509765625,3818.9236611216606,-3273.6647800912433,-3603.652739425569,6.800361583447875,0.011012634610541028
2017-01-21,895.5490112304688,-2.62298583984375,3797.9794158452723,-3276.287772118405,-3606.275725399202,6.797436950578724,-0.0029246328691501233
2017-01-22,922.2050170898438,26.656005859375,3806.3141622681023,-3249.631774180927,-3579.619719719909,6.826767560106802,0.029330609528077645
2017-01-23,925.4990234375,3.29400634765625,3791.286909179214,-3246.3377778561844,-3576.3257136112124,6.830333076840116,0.003565516733313956
2017-01-24,910.677001953125,-14.822021484375,3758.1436282582945,-3261.1598118854017,-3591.147735408593,6.814188281101425,-0.016144795738690654
2017-01-25,891.9240112304688,-18.75299072265625,3721.0693780990932,-3279.9128181551932,-3609.900726536419,6.793380939747693,-0.02080734135373241
2017-01-26,902.39501953125,10.47100830078125,3713.21912696333,-3269.4418289488112,-3599.42971875445,6.805052361592095,0.011671421844401841
2017-01-27,918.3590087890624,15.963989257812386,3710.861856784598,-3253.477862947584,-3583.4657301543657,6.822588391282037,0.017536029689941834
2017-01-28,919.8109741210938,1.4519653320313637,3693.992562680084,-3252.02592572472,-3582.013765648522,6.824168186020835,0.0015797947387987676
2017-01-29,922.0670166015624,2.2560424804686363,3677.9273457240083,-3249.7699169775624,-3579.7577241970266,6.826617907033917,0.002449721013081607
2017-01-30,920.1510009765624,-1.916015625,3657.6900706624638,-3251.68597281861,-3581.6737410934375,6.8245377880712494,-0.0020801189626675765
2017-01-31,920.958984375,0.8079833984376137,3640.1767946243563,-3250.878037070618,-3580.865759254414,6.82541550146886,0.0008777133976103357
2017-02-01,970.9409790039062,49.98199462890625,3671.837529816718,-3200.8960985774766,-3530.883766525031,6.878265682719827,0.05285018125096741
2017-02-02,990.0009765625,19.05999755859375,3672.576267938767,-3181.8361667965037,-3511.8237712653763,6.897705929554917,0.019440246835089603
2017-02-03,1011.4600219726562,21.45904541015625,3675.714053912379,-3160.377198074494,-3490.364728620795,6.919150132319713,0.02144420276479586
2017-02-04,1031.3299560546875,19.86993408203125,3677.2627285578656,-3140.507352978597,-3470.4947978468517,6.938604467787291,0.019454335467578687
2017-02-05,1043.52001953125,12.1900634765625,3671.131532597883,-3128.317392299223,-3458.3047383062185,6.950354911317653,0.01175044353036192
2017-02-06,1028.4000244140625,-15.1199951171875,3637.690278044151,-3143.4375056702847,-3473.424738082791,6.935759499131585,-0.014595412186068302
2017-02-07,1040.1400146484375,11.739990234375,3631.1090088419814,-3131.6976509317674,-3461.684753338038,6.947110612543336,0.011351113411751435
2017-02-08,1062.3199462890625,22.179931640625,3634.9676810460614,-3109.517873961182,-3439.504828136145,6.968210424122034,0.021099811578698002
2017-02-09,1064.699951171875,2.3800048828125,3619.0264264923294,-3107.138045009061,-3437.1248307731166,6.970448302459636,0.0022378783376018063
2017-02-10,995.6320190429688,-69.06793212890625,3531.6372349268786,-3176.2061765775607,-3506.1927716488817,6.903377730525683,-0.06707057193395283
2017-02-11,988.8980102539062,-6.7340087890625,3506.581966701271,-3182.9404107327773,-3512.9267905730558,6.896591202193737,-0.006786528331946151
2017-02-12,1003.52001953125,14.62200927734375,3502.8827165420703,-3168.3186553429678,-3498.304792996525,6.911269117744674,0.014677915550937115
2017-02-13,998.885009765625,-4.635009765625,3479.9264473399007,-3172.9539502973666,-3502.9398162235448,6.906639666683711,-0.004629451060963241
2017-02-14,991.7349853515624,-7.150024414062614,3454.455163489293,-3180.1042941743353,-3510.0898560731193,6.899455919730112,-0.007183746953598913
2017-02-15,1006.2100219726562,14.475036621093864,3450.6089406738424,-3165.629614464311,-3495.614837095105,6.913946098226912,0.0144901784967999
2017-02-16,1007.6500244140624,1.4400024414061363,3433.727683678704,-3164.190009765526,-3494.1748547590323,6.915376190342211,0.0014300921152985424
2017-02-17,1026.1199951171875,18.469970703125114,3433.876394945284,-3145.720481237644,-3475.704906900788,6.933539973197345,0.01816378285513398
2017-02-18,1049.2099609375,23.0899658203125,3438.645101329052,-3122.6310058523777,-3452.6149669662245,6.955792741788198,0.022252768590853123
2017-02-19,1054.760009765625,5.550048828125,3425.8738907206325,-3117.081499780923,-3447.06494739154,6.961068541137776,0.005275799349578669
2017-02-20,1048.68994140625,-6.070068359375,3401.4825629247125,-3123.1521675236836,-3453.135048725905,6.955296989306089,-0.005771551831687205
2017-02-21,1079.280029296875,30.590087890625,3413.751391378793,-3092.562740200239,-3422.544997914293,6.984049458275394,0.028752468969305056
2017-02-22,1114.800048828125,35.52001953125,3430.9501514734984,-3057.0434472378465,-3387.025019978805,7.016430339407689,0.03238088113229498
2017-02-23,1117.27001953125,2.469970703125,3415.0988627400784,-3054.5742741928416,-3384.5550958328668,7.018643506231006,0.002213166823317181
2017-02-24,1172.7099609375,55.43994140625,3452.217544709784,-2999.135206900246,-3329.1152064235976,7.067072555451155,0.04842904922014846
2017-02-25,1170.4100341796875,-2.2999267578125,3431.596358515427,-3001.4360898812774,-3331.415191132055,7.06510942296008,-0.001963132491074937
2017-02-26,1144.27001953125,-26.1400146484375,3387.1350844304443,-3027.577148813427,-3357.555270236033,7.04252217514758,-0.02258724781249999
2017-02-27,1163.780029296875,19.510009765625,3388.3238347595247,-3008.068277649055,-3338.0453320213537,7.059428632165451,0.01690645701787119
2017-02-28,1180.719970703125,16.93994140625,3386.94251672923,-2991.129575734066,-3321.1054698932185,7.0738796760608,0.014451043895348903
2017-03-01,1180.0400390625,-0.679931640625,3367.94132565206,-2991.8108546531994,-3321.785489214175,7.073303648292952,-0.0005760277678481529
2017-03-02,1224.6800537109375,44.6400146484375,3394.260080863953,-2947.1723023019667,-3277.145571368709,7.11043490822109,0.03713125992813815
2017-03-03,1250.7099609375,26.0299072265625,3401.968728653971,-2921.1439799664495,-3251.115770835705,7.131466637813143,0.02103172959205324
2017-03-04,1277.4300537109375,26.7200927734375,3410.3675619908636,-2894.425602606293,-3224.395795464088,7.1526055681021266,0.021138930288983282
2017-03-05,1254.2900390625,-23.1400146484375,3368.906287905882,-2917.567471481506,-3247.535939092276,7.13432498556762,-0.018280582534506706
2017-03-06,1267.469970703125,13.179931640625,3363.764960109962,-2904.3895415449297,-3234.356148933318,7.144778043431725,0.010453057864105553
2017-03-07,1273.2099609375,5.739990234375,3351.183690907792,-2898.6517095378995,-3228.6163136632113,7.1492965189223385,0.0045184754906131275
2017-03-08,1223.22998046875,-49.97998046875,3282.882451002498,-2948.6340141953197,-3278.5964636186545,7.109250164181029,-0.040046354741309464
2017-03-09,1150.3499755859375,-72.8800048828125,3191.6811866831404,-3021.516519067971,-3351.4766536120533,7.047821501655817,-0.06142866252521184
2017-03-10,1189.3599853515625,39.010009765625,3212.369937012221,-2982.509195344868,-3312.466845746575,7.08117061398886,0.03334911233304272
2017-03-11,1116.3199462890625,-73.0400390625,3121.0086385131763,-3055.5521171756536,-3385.5071047312713,7.017792792076642,-0.0633778219122183
2017-03-12,1176.6199951171875,60.300048828125,3162.9874279047563,-2995.255158946151,-3325.207295149381,7.070401196266231,0.052608404189589564
2017-03-13,1221.780029296875,45.1600341796875,3189.826202647899,-2950.0984347414596,-3280.047520914197,7.108064114769324,0.03766291850309322
2017-03-14,1232.1600341796875,10.3800048828125,3181.884948094167,-2939.721971207512,-3269.6677981234234,7.11652403353059,0.008459918761265506
2017-03-15,1240.1600341796875,8.0,3171.563688657622,-2931.725756389229,-3261.6681038901643,7.1229957100939085,0.006471676563318596
2017-03-16,1251.3299560546875,11.169921875,3164.4123510960776,-2920.5598764593224,-3250.498513064589,7.131962229530659,0.00896651943675053
2017-03-17,1180.1600341796875,-71.169921875,3074.921169784533,-2991.734110454935,-3321.6687929634754,7.073405330450029,-0.058556899080629776
2017-03-18,1099.68994140625,-80.4700927734375,2976.1298175745505,-3072.2087994283647,-3402.139272513872,7.002783547604375,-0.07062178284565412
2017-03-19,976.72998046875,-122.9599609375,2834.848597200506,-3195.173655050933,-3525.0996508499475,6.884210237660377,-0.11857330994399806
2017-03-20,1037.239990234375,60.510009765625,2877.0373475295864,-3134.668853373116,-3464.5900910661485,6.944318608874174,0.060108371213797085
2017-03-21,1055.3599853515625,18.1199951171875,2876.836083210229,-3116.5543951862583,-3446.4705805719796,6.961637206051141,0.017318597176966932
2017-03-22,1120.6500244140625,65.2900390625,2923.8048628361844,-3051.2702378686645,-3381.1810629312213,7.021664174875546,0.06002696882440528
2017-03-23,1050.050048828125,-70.5999755859375,2834.8836278137023,-3121.876456528579,-3451.7815989980763,6.956593107566198,-0.06507106730934797
2017-03-24,1038.449951171875,-11.60009765625,2804.9622707209073,-3133.4831756549847,-3463.382298561196,6.9454844487719445,-0.011108658794253934
2017-03-25,936.5399780273438,-101.90997314453125,2684.7310381398315,-3235.4001662957453,-3565.2929175150994,6.842192209736852,-0.10329223903509277
2017-03-26,974.0150146484376,37.475036621093864,2703.8848153243807,-3197.9325613998117,-3527.8185731957255,6.881426718973859,0.039234509237007664
2017-03-27,972.0549926757812,-1.9600219726563637,2683.6035339151795,-3199.9004481125576,-3529.7793366691612,6.879412379686967,-0.0020143392868927634
2017-03-28,1044.5799560546875,72.52496337890625,2737.807237857541,-3127.3838018679735,-3457.2551668173055,6.951370127664444,0.07195774797747756
2017-03-29,1046.0799560546875,1.5,2720.9859784209966,-3125.892591379308,-3455.756015322033,6.952805081526331,0.0014349538618869673
2017-03-30,1042.2099609375,-3.8699951171875,2698.794723867264,-3129.77186898125,-3459.6269170009728,6.949098700035946,-0.0037063814903852688
2017-03-31,1026.6400146484375,-15.5699462890625,2664.903518141657,-3145.351611948665,-3475.19783111991,6.934046627204535,-0.015052072831410968
2017-04-01,1071.7099609375,45.0699462890625,2691.652204994175,-3100.2919983856345,-3430.128917275564,6.977010746196146,0.04296411899161079
2017-04-02,1080.6099853515625,8.9000244140625,2682.2309699716925,-3091.4028652433835,-3421.229993407318,6.985280961929517,0.008270215733371167
2017-04-03,1102.949951171875,22.3399658203125,2686.2496763554605,-3069.0743723928763,-3398.891199863707,7.005743643039861,0.020462681110344327
2017-04-04,1145.52001953125,42.570068359375,2710.498485278291,-3026.5163825177033,-3356.322379289265,7.043613978415868,0.037870335376006814
2017-04-05,1134.1400146484375,-11.3800048828125,2680.7972209589334,-3037.909095889763,-3367.703711394246,7.033629946373558,-0.009984032042310353
2017-04-06,1125.81005859375,-8.3299560546875,2654.146005467702,-3046.2524156136615,-3376.0350781931547,7.0262581076087285,-0.007371838764829164
2017-04-07,1178.93994140625,53.1298828125,2688.954628843657,-2993.136577519531,-3322.9066938917613,7.072370958956792,0.04611285134806309
2017-04-08,1172.6500244140625,-6.2899169921875,2664.3434524149243,-2999.4412468526843,-3329.1982015710573,7.067021444727151,-0.005349514229640917
2017-04-09,1176.5699462890625,3.919921875,2649.94211485338,-2995.536812228872,-3325.2799671368875,7.070358659259548,0.0033372145323973257
2017-04-10,1187.300048828125,10.7301025390625,2642.3509579558977,-2984.822959862936,-3314.5516535430716,7.079437141797093,0.00907848253754473
2017-04-11,1187.4599609375,0.159912109375,2624.189610628728,-2984.6800895943097,-3314.393636811459,7.079571818235099,0.0001346764380061316
2017-04-12,1204.81005859375,17.35009765625,2623.2184488484336,-2967.347854935909,-3297.0455460754756,7.094077205777171,0.014505387542071979
2017-04-13,1201.02001953125,-3.7900390625,2601.1071503493886,-2971.156608396428,-3300.837708897162,7.090926490992889,-0.0031507147842821936
2017-04-14,1170.3299560546875,-30.6900634765625,2552.0958274362815,-3001.8662686775915,-3331.530018459259,7.065041001755362,-0.02588548923752665
2017-04-15,1167.300048828125,-3.0299072265625,2530.7446607731745,-3004.916686894797,-3334.562299780794,7.062448710488588,-0.0025922912667741826
2017-04-16,1172.6099853515625,5.3099365234375,2517.733337860067,-2999.6282081102127,-3329.254871245209,7.066987300058894,0.004538589570306506
2017-04-17,1183.25,10.6400146484375,2510.05209307196,-2989.010631303332,-3318.6175045660502,7.076020168786357,0.009032868727462784
2017-04-18,1193.77001953125,10.52001953125,2502.2508531666654,-2978.514063872718,-3308.1002792839517,7.0848716619422785,0.008851493155921375
2017-04-19,1212.1300048828125,18.3599853515625,2502.289579081683,-2960.1785798486444,-3289.7432409746107,7.1001344256316035,0.015262763689324998
2017-04-20,1211.0799560546875,-1.050048828125,2482.9182708170133,-2961.254215019734,-3290.7963963708744,7.099267766191624,-0.0008666594399793226
2017-04-21,1229.4200439453125,18.340087890625,2482.9370992710938,-2942.9408351064285,-3272.459581531757,7.114297828183595,0.015030061991970989
2017-04-22,1222.7099609375,-6.7100830078125,2457.9057568267363,-2949.6787851843874,-3279.1731112614953,7.1088249537903065,-0.005472874393288585
2017-04-23,1231.9200439453125,9.2100830078125,2448.794580398004,-2940.4977666468985,-3269.966656067726,7.11632924259237,0.007504288802063108
2017-04-24,1209.6300048828125,-22.2900390625,2408.1832818989596,-2962.8181067453515,-3292.260511697832,7.098069810741633,-0.018259431850736974
2017-04-25,1250.449951171875,40.8199462890625,2430.681968751477,-2922.0297380905804,-3251.444578636273,7.131258726463451,0.03318891572181837
2017-04-26,1265.989990234375,15.5400390625,2427.9007483774326,-2906.522594169769,-3235.90875761759,7.143609696064946,0.012350969601494732
2017-04-27,1281.8800048828125,15.8900146484375,2425.4695035893255,-2890.6668339648513,-3220.023174241014,7.156083033164465,0.012473337099518922
2017-04-28,1317.739990234375,35.8599853515625,2443.008229504343,-2854.8425050474098,-3184.1678420616927,7.183673419602785,0.027590386438320458
2017-04-29,1317.8399658203125,0.0999755859375,2424.786945653736,-2854.779631478179,-3184.072750486641,7.183749285702583,7.586609979792769e-05
2017-04-30,1321.8699951171875,4.030029296875,2410.4957155140664,-2850.788194284616,-3180.0478452488614,7.186802676027711,0.0030533903251281913
2017-05-01,1348.300048828125,26.4300537109375,2418.604509788459,-2824.3982681883863,-3153.6231651315156,7.2065998548546135,0.01979717882690224
2017-05-02,1421.030029296875,72.72998046875,2473.0132308206644,-2751.709997199968,-3080.8988175593186,7.259137260383929,0.05253740552931507
2017-05-03,1453.780029296875,32.75,2487.44197138412,-2719.0033358381697,-3048.154719814981,7.281922360057624,0.022785099673695797
2017-05-04,1490.719970703125,36.93994140625,2506.0606533538253,-2682.1084104667716,-3011.2209603728743,7.3070144840492794,0.025092123991655058
2017-05-05,1540.8699951171875,50.1500244140625,2537.8894183313428,-2632.0051286779444,-2961.0774082796233,7.340102467788004,0.03308798373872435
2017-05-06,1556.81005859375,15.9400634765625,2535.5082223713607,-2616.113584574032,-2945.1441184331616,7.3503941724808515,0.01029170469284768
2017-05-07,1579.469970703125,22.659912109375,2539.846875044191,-2593.504019713314,-2922.491292525904,7.364844608160889,0.014450435680037899
2017-05-08,1596.9200439453125,17.4500732421875,2538.9756888498337,-2576.1061737041173,-2905.048629636385,7.375832080552952,0.010987472392062436
2017-05-09,1723.8900146484375,126.969970703125,2647.624400116414,-2449.190363314462,-2778.086405336566,7.452338652580913,0.07650657202796118
2017-05-10,1756.52001953125,32.6300048828125,2661.933145562682,-2416.616505917563,-2745.464495135112,7.471089869039878,0.01875121645896538
2017-05-11,1780.3699951171875,23.8499755859375,2667.4618617120746,-2392.824720085675,-2721.6229750691537,7.484576484111116,0.013486615071237829
2017-05-12,1845.760009765625,65.3900146484375,2714.5306169239675,-2327.4949935666564,-2656.241789678883,7.520646401067262,0.03606991695614603
2017-05-13,1723.1199951171875,-122.6400146484375,2573.5693428389854,-2450.197451846384,-2778.891020568135,7.451891877235395,-0.06875452383186698
2017-05-14,1800.8599853515625,77.739990234375,2632.9880736368154,-2372.5221188985643,-2701.1606471524938,7.496019599428438,0.04412772219304273
2017-05-15,1808.43994140625,7.5799560546875,2622.2467702549584,-2365.009092973518,-2693.5907224465036,7.500219841775887,0.004200242347448757
2017-05-16,1741.699951171875,-66.739990234375,2537.185520584039,-2431.8183464103004,-2760.3411728743404,7.462616898702988,-0.037602943072898576
2017-05-17,1726.72998046875,-14.969970703125,2503.8942904443693,-2446.8599746674763,-2775.322047299277,7.453984714138301,-0.008632184564687506
2017-05-18,1818.699951171875,91.969970703125,2577.5430017109493,-2354.964118205353,-2683.363438904731,7.505877212285155,0.05189249814685404
2017-05-19,1897.3699951171875,78.6700439453125,2637.8917862197172,-2276.370708586862,-2604.7052312941005,7.548223993150376,0.04234678086522159
2017-05-20,1984.239990234375,86.8699951171875,2706.44052190036,-2189.5799323517804,-2517.8475623640625,7.592991243349152,0.0447672501987757
2017-05-21,2067.030029296875,82.7900390625,2770.909301526315,-2106.8717622736494,-2435.070355560717,7.633868087537959,0.04087684418880677
2017-05-22,2043.18994140625,-23.840087890625,2728.7479541991456,-2130.7964358822283,-2458.923798401379,7.622267562305238,-0.011600525232720926
2017-05-23,2191.56005859375,148.3701171875,2858.796811950101,-1982.513688868633,-2310.567575879214,7.692368924728043,0.07010136242280485
2017-05-24,2321.3701171875,129.81005859375,2970.285611107306,-1852.79385372476,-2180.771969102272,7.74991285809708,0.05754393336903707
2017-05-25,2446.239990234375,124.869873046875,3076.8342247176365,-1728.017127327903,-2055.9171228778614,7.8023074268202075,0.052394568723127755
2017-05-26,2320.889892578125,-125.35009765625,2933.162867624842,-1853.4633658690109,-2181.282840640696,7.749705965501629,-0.052601461318578124
2017-05-27,2196.27001953125,-124.619873046875,2790.221735141422,-1978.182446187082,-2305.9189457873144,7.694515754784179,-0.05519021071745023
2017-05-28,2054.080078125,-142.18994140625,2629.7105342986274,-2120.4747345253227,-2448.1257504324003,7.627583376157472,-0.06693237862670731
2017-05-29,2159.429931640625,105.349853515625,2716.739128377708,-2015.2304420059409,-2342.7934108838717,7.6775995453083095,0.05001616915083762
2017-05-30,2255.360107421875,95.93017578125,2794.348044722413,-1919.409116823571,-2246.8814198367436,7.72106493205724,0.04346538674893097
2017-05-31,2187.18994140625,-68.170166015625,2707.8566192702433,-1987.6914997198346,-2315.070461848257,7.690372867114126,-0.03069206494311416
2017-06-01,2288.330078125,101.14013671875,2790.6754965524487,-1886.6670239890318,-2213.9499133442787,7.735577607009279,0.04520473989515317
2017-06-02,2404.030029296875,115.699951171875,2888.0541882877787,-1771.0862568899647,-2098.2702840319707,7.784901786965133,0.04932417995585325
2017-06-03,2493.719970703125,89.68994140625,2959.422870257484,-1681.5191027763885,-2008.6014200312247,7.821530838742362,0.036629051777229193
2017-06-04,2547.7900390625,54.070068359375,2995.1716791803146,-1627.575506227341,-1954.5532070061145,7.842981611045036,0.021450772302674004
2017-06-05,2512.39990234375,-35.39013671875,2941.46028302502,-1663.095881739855,-1989.9659998588586,7.828993711710519,-0.013987899334517273
2017-06-06,2690.840087890625,178.440185546875,3101.57920913535,-1484.7897856090385,-1811.5492946113081,7.897608724171374,0.06861501246085577
2017-06-07,2869.3798828125,178.539794921875,3261.7977446206805,-1306.3880155424104,-1633.0338280208089,7.961851216701015,0.06424249252964032
2017-06-08,2720.489990234375,-148.889892578125,3094.586592606011,-1455.4199544147368,-1781.9489213367115,7.9085672865346766,-0.053283930166338145
2017-06-09,2807.43994140625,86.949951171875,3163.215284341341,-1368.6161581633633,-1695.0250681975149,7.9400282941865425,0.03146100765186599
2017-06-10,2828.139892578125,20.699951171875,3165.5939760766714,-1348.0665589177934,-1674.3521377623938,7.947374492758404,0.007346198571861251
2017-06-11,2942.409912109375,114.27001953125,3261.542736171377,-1233.9511778947663,-1560.110087608362,7.986984222560184,0.03960972980178035
2017-06-12,2953.219970703125,10.81005859375,3254.031535328582,-1223.3001351682033,-1549.328973502441,7.99065136955654,0.003667146996355619
2017-06-13,2680.909912109375,-272.31005859375,2963.4002172982873,-1495.7736789702776,-1821.6689787050946,7.8939115353250155,-0.09673983423152421
2017-06-14,2716.8798828125,35.969970703125,2981.0489285648678,-1459.971756007967,-1785.7299842892844,7.907239398957913,0.013327863632897063
2017-06-15,2499.580078125,-217.2998046875,2745.4278644408228,-1677.4442653732422,-2003.0618230532882,7.823878027997962,-0.08336137095995078
2017-06-16,2469.570068359375,-30.010009765625,2697.096595238653,-1707.6317323749763,-2033.1049533553942,7.811799353078615,-0.012078674919346888
2017-06-17,2514.010009765625,44.43994140625,2723.2152772083587,-1663.3740976051113,-1988.6992481829757,7.829634370751505,0.01783501767288964
2017-06-18,2655.35009765625,141.340087890625,2846.234105662439,-1522.221263817186,-1847.3945420340679,7.88433178850682,0.05469741775531567
2017-06-19,2549.030029296875,-106.320068359375,2721.592777866519,-1628.7336330390926,-1953.7511680333173,7.843468185121503,-0.04086360338531758
2017-06-20,2591.260009765625,42.22998046875,2745.5014988987245,-1586.7011007169658,-1911.5589520791918,7.859899526652562,0.016431341531059296
2017-06-21,2709.429931640625,118.169921875,2845.35016133718,-1468.7338760307912,-1793.4280331630534,7.904493534417358,0.04459400776479594
2017-06-22,2691.030029296875,-18.39990234375,2808.628999556885,-1487.3418276005132,-1811.8682090788589,7.897679309823645,-0.0068142245937128365
2017-06-23,2707.340087890625,16.31005859375,2806.6177987140904,-1471.2452745044966,-1795.599727445362,7.903721914486604,0.006042604662958695
2017-06-24,2738.52001953125,31.179931640625,2819.476470918171,-1440.284410110352,-1764.462709540806,7.915172914597366,0.011451000110762166
2017-06-25,2607.25,-131.27001953125,2669.885191950376,-1571.7791653587483,-1895.7770135907404,7.8660513050013225,-0.04912160959604339
2017-06-26,2590.570068359375,-16.679931640625,2634.8840008732063,-1588.6896091564513,-1912.502635165205,7.859633234087995,-0.006418070913327689
2017-06-27,2478.449951171875,-112.1201171875,2504.442624249162,-1701.0461241598532,-2024.6698829665302,7.8153886240640364,-0.04424461002395841
2017-06-28,2553.030029296875,74.580078125,2560.701442937617,-1626.7084399802316,-1950.138412039013,7.845036179529094,0.029647555465057707
2017-06-29,2567.56005859375,14.530029296875,2556.910212797947,-1612.426912482615,-1935.6585030723209,7.85071133338648,0.005675153857385595
2017-06-30,2539.239990234375,-28.320068359375,2510.2688850020277,-1641.0017034751327,-1964.030242095525,7.839620098795251,-0.011091234591228627
2017-07-01,2492.60009765625,-46.639892578125,2445.3077329873577,-1687.9026537575864,-2010.7233935304848,7.821081660570744,-0.018538438224506848
2017-07-02,2436.39990234375,-56.2001953125,2370.786278238313,-1744.370357341767,-2066.9784744171075,7.798276778880138,-0.02280488169060657
2017-07-03,2498.56005859375,62.16015625,2414.6251750517686,-1682.4842766872353,-2004.8748696542052,7.823469868355571,0.025193089475433084
2017-07-04,2561.0,62.43994140625,2458.7438570214736,-1620.3250962182146,-1942.4931855216046,7.848153086199526,0.024683217843954885
2017-07-05,2602.8701171875,41.8701171875,2482.292714772429,-1578.7425445903373,-1900.6830719522268,7.864370006395636,0.01621692019611043
2017-07-06,2608.10009765625,5.22998046875,2469.2014358046345,-1573.8070548478672,-1895.514882694787,7.866377303313175,0.002007296917539314
2017-07-07,2608.590087890625,0.489990234375,2451.370166602465,-1573.618602315144,-1895.0885132108424,7.866565158147711,0.00018785483453598317
2017-07-08,2520.27001953125,-88.320068359375,2344.728838806545,-1662.2473784253907,-1983.4740745093295,7.832121325372891,-0.034443832774820216
2017-07-09,2572.610107421875,52.340087890625,2378.7476672606253,-1610.2232926743618,-1931.201395106078,7.852676268511139,0.020554943138248127
2017-07-10,2525.25,-47.360107421875,2313.066300402206,-1657.9068222300966,-1978.630870639554,7.834095346709294,-0.018580921801845562
2017-07-11,2385.889892578125,-139.360107421875,2155.384933543786,-1797.5978986518976,-2118.0623505959584,7.777327454308099,-0.05676789240119451
2017-07-12,2332.77001953125,-53.119873046875,2083.9438010603662,-1851.0564157029075,-2171.2556461280537,7.7548116900219,-0.022515764286199058
2017-07-13,2402.699951171875,69.929931640625,2135.5524732644467,-1781.472932475037,-2101.4012331864633,7.784348363675557,0.029536673653656642
2017-07-14,2360.590087890625,-42.10986328125,2075.1213505466517,-1823.9371792481152,-2143.588758385322,7.766666904007344,-0.01768145966821244
2017-07-15,2230.1201171875,-130.469970703125,1926.3301204069821,-1954.7696004582613,-2274.1385819772795,7.709810727213181,-0.056856176794163105
2017-07-16,1991.97998046875,-238.14013671875,1669.8687242516876,-2193.280387900485,-2512.3608110628475,7.596884388128555,-0.11292633908462602
2017-07-17,1932.6199951171875,-59.3599853515625,1592.18747946358,-2253.0193586576934,-2571.805177526282,7.56663187173811,-0.030252516390445017
2017-07-18,2233.52001953125,300.9000244140625,1874.766244441098,-1952.5067900607928,-2270.991873002692,7.711334104052317,0.14470223231420665
2017-07-19,2323.080078125,89.56005859375,1946.0050435983035,-1863.3427946877055,-2181.520923884169,7.75064920403378,0.03931509998146332
2017-07-20,2269.889892578125,-53.190185546875,1874.493598614884,-1916.9377891122267,-2234.8026600758985,7.727486603826828,-0.023162600206951822
2017-07-21,2838.409912109375,568.52001953125,2424.692358709589,-1348.831463629299,-1666.3766847287943,7.950999284255927,0.22351268042909833
2017-07-22,2668.6298828125,-169.780029296875,2236.5910699761694,-1519.0342129176215,-1836.2533049095955,7.889320467181808,-0.06167881707411915
2017-07-23,2808.10009765625,139.47021484375,2357.740025383375,-1379.995886038052,-1696.8822816068796,7.940263411823831,0.05094294464202331
